memory_len,mean_reward,max_reward,min_reward,mean_length,max_length,min_length,wins,draws,ilegal
1,-10.0,-10,-10,1.0,1,1,0,0,1
2,-10.0,-10,-10,1.5,2,1,0,0,2
2,-10.0,-10,-10,1.5,2,1,0,0,2
3,-10.0,-10,-10,1.6666666666666667,2,1,0,0,3
3,-10.0,-10,-10,1.6666666666666667,2,1,0,0,3
4,-10.0,-10,-10,1.75,2,1,0,0,4
4,-10.0,-10,-10,1.75,2,1,0,0,4
5,-10.0,-10,-10,1.8,2,1,0,0,5
5,-10.0,-10,-10,1.8,2,1,0,0,5
6,-10.0,-10,-10,1.8333333333333333,2,1,0,0,6
7,-10.0,-10,-10,1.8571428571428572,2,1,0,0,7
7,-10.0,-10,-10,1.8571428571428572,2,1,0,0,7
7,-10.0,-10,-10,1.8571428571428572,2,1,0,0,7
8,-10.0,-10,-10,2.0,3,1,0,0,8
8,-10.0,-10,-10,2.0,3,1,0,0,8
8,-10.0,-10,-10,2.0,3,1,0,0,8
9,-10.0,-10,-10,2.111111111111111,3,1,0,0,9
9,-10.0,-10,-10,2.111111111111111,3,1,0,0,9
10,-10.0,-10,-10,2.1,3,1,0,0,10
11,-10.0,-10,-10,2.090909090909091,3,1,0,0,11
11,-10.0,-10,-10,2.090909090909091,3,1,0,0,11
12,-10.0,-10,-10,2.0833333333333335,3,1,0,0,12
12,-10.0,-10,-10,2.0833333333333335,3,1,0,0,12
13,-10.0,-10,-10,2.076923076923077,3,1,0,0,13
13,-10.0,-10,-10,2.076923076923077,3,1,0,0,13
14,-10.0,-10,-10,2.0714285714285716,3,1,0,0,14
14,-10.0,-10,-10,2.0714285714285716,3,1,0,0,14
15,-10.0,-10,-10,2.066666666666667,3,1,0,0,15
16,-10.0,-10,-10,2.0625,3,1,0,0,16
16,-10.0,-10,-10,2.0625,3,1,0,0,16
17,-10.0,-10,-10,2.0588235294117645,3,1,0,0,17
17,-10.0,-10,-10,2.0588235294117645,3,1,0,0,17
18,-10.0,-10,-10,2.0555555555555554,3,1,0,0,18
18,-10.0,-10,-10,2.0555555555555554,3,1,0,0,18
19,-10.0,-10,-10,2.0526315789473686,3,1,0,0,19
19,-10.0,-10,-10,2.0526315789473686,3,1,0,0,19
20,-10.0,-10,-10,2.05,3,1,0,0,20
21,-10.0,-10,-10,2.0476190476190474,3,1,0,0,21
21,-10.0,-10,-10,2.0476190476190474,3,1,0,0,21
22,-10.0,-10,-10,2.0454545454545454,3,1,0,0,22
22,-10.0,-10,-10,2.0454545454545454,3,1,0,0,22
23,-10.0,-10,-10,2.0434782608695654,3,1,0,0,23
23,-10.0,-10,-10,2.0434782608695654,3,1,0,0,23
24,-10.0,-10,-10,2.0416666666666665,3,1,0,0,24
24,-10.0,-10,-10,2.0416666666666665,3,1,0,0,24
25,-10.0,-10,-10,2.04,3,1,0,0,25
26,-10.0,-10,-10,2.0384615384615383,3,1,0,0,26
26,-10.0,-10,-10,2.0384615384615383,3,1,0,0,26
27,-10.0,-10,-10,2.037037037037037,3,1,0,0,27
27,-10.0,-10,-10,2.037037037037037,3,1,0,0,27
28,-10.0,-10,-10,2.0357142857142856,3,1,0,0,28
28,-10.0,-10,-10,2.0357142857142856,3,1,0,0,28
28,-10.0,-10,-10,2.0357142857142856,3,1,0,0,28
29,-10.0,-10,-10,2.0689655172413794,3,1,0,0,29
29,-10.0,-10,-10,2.0689655172413794,3,1,0,0,29
30,-10.0,-10,-10,2.1,3,1,0,0,30
30,-10.0,-10,-10,2.1,3,1,0,0,30
31,-10.0,-10,-10,2.096774193548387,3,1,0,0,31
31,-10.0,-10,-10,2.096774193548387,3,1,0,0,31
32,-10.0,-10,-10,2.09375,3,1,0,0,32
32,-10.0,-10,-10,2.09375,3,1,0,0,32
33,-10.0,-10,-10,2.090909090909091,3,1,0,0,33
33,-10.0,-10,-10,2.090909090909091,3,1,0,0,33
34,-10.0,-10,-10,2.088235294117647,3,1,0,0,34
35,-10.0,-10,-10,2.085714285714286,3,1,0,0,35
35,-10.0,-10,-10,2.085714285714286,3,1,0,0,35
36,-10.0,-10,-10,2.0833333333333335,3,1,0,0,36
36,-10.0,-10,-10,2.0833333333333335,3,1,0,0,36
37,-10.0,-10,-10,2.081081081081081,3,1,0,0,37
37,-10.0,-10,-10,2.081081081081081,3,1,0,0,37
38,-10.0,-10,-10,2.0789473684210527,3,1,0,0,38
38,-10.0,-10,-10,2.0789473684210527,3,1,0,0,38
39,-10.0,-10,-10,2.076923076923077,3,1,0,0,39
40,-10.0,-10,-10,2.075,3,1,0,0,40
40,-10.0,-10,-10,2.075,3,1,0,0,40
41,-10.0,-10,-10,2.073170731707317,3,1,0,0,41
41,-10.0,-10,-10,2.073170731707317,3,1,0,0,41
42,-10.0,-10,-10,2.0714285714285716,3,1,0,0,42
42,-10.0,-10,-10,2.0714285714285716,3,1,0,0,42
43,-10.0,-10,-10,2.0697674418604652,3,1,0,0,43
43,-10.0,-10,-10,2.0697674418604652,3,1,0,0,43
44,-10.0,-10,-10,2.090909090909091,3,1,0,0,44
44,-10.0,-10,-10,2.090909090909091,3,1,0,0,44
44,-10.0,-10,-10,2.090909090909091,3,1,0,0,44
45,-10.0,-10,-10,2.111111111111111,3,1,0,0,45
45,-10.0,-10,-10,2.111111111111111,3,1,0,0,45
46,-10.0,-10,-10,2.108695652173913,3,1,0,0,46
46,-10.0,-10,-10,2.108695652173913,3,1,0,0,46
47,-10.0,-10,-10,2.106382978723404,3,1,0,0,47
47,-10.0,-10,-10,2.106382978723404,3,1,0,0,47
48,-10.0,-10,-10,2.1041666666666665,3,1,0,0,48
49,-10.0,-10,-10,2.1020408163265305,3,1,0,0,49
49,-10.0,-10,-10,2.1020408163265305,3,1,0,0,49
50,-10.0,-10,-10,2.1,3,1,0,0,50
50,-10.0,-10,-10,2.1,3,1,0,0,50
51,-10.0,-10,-10,2.0980392156862746,3,1,0,0,51
51,-10.0,-10,-10,2.0980392156862746,3,1,0,0,51
52,-10.0,-10,-10,2.0961538461538463,3,1,0,0,52
52,-10.0,-10,-10,2.0961538461538463,3,1,0,0,52
53,-10.0,-10,-10,2.0943396226415096,3,1,0,0,53
54,-10.0,-10,-10,2.0925925925925926,3,1,0,0,54
54,-10.0,-10,-10,2.0925925925925926,3,1,0,0,54
55,-10.0,-10,-10,2.090909090909091,3,1,0,0,55
55,-10.0,-10,-10,2.090909090909091,3,1,0,0,55
55,-10.0,-10,-10,2.090909090909091,3,1,0,0,55
55,-10.0,-10,-10,2.090909090909091,3,1,0,0,55
56,-10.0,-10,-10,2.125,4,1,0,0,56
56,-10.0,-10,-10,2.125,4,1,0,0,56
57,-10.0,-10,-10,2.1228070175438596,4,1,0,0,57
58,-10.0,-10,-10,2.1206896551724137,4,1,0,0,58
58,-10.0,-10,-10,2.1206896551724137,4,1,0,0,58
59,-10.0,-10,-10,2.1186440677966103,4,1,0,0,59
59,-10.0,-10,-10,2.1186440677966103,4,1,0,0,59
60,-10.0,-10,-10,2.1166666666666667,4,1,0,0,60
60,-10.0,-10,-10,2.1166666666666667,4,1,0,0,60
61,-10.0,-10,-10,2.1147540983606556,4,1,0,0,61
61,-10.0,-10,-10,2.1147540983606556,4,1,0,0,61
62,-10.0,-10,-10,2.1129032258064515,4,1,0,0,62
63,-10.0,-10,-10,2.111111111111111,4,1,0,0,63
63,-10.0,-10,-10,2.111111111111111,4,1,0,0,63
64,-10.0,-10,-10,2.109375,4,1,0,0,64
64,-10.0,-10,-10,2.109375,4,1,0,0,64
65,-10.0,-10,-10,2.1076923076923078,4,1,0,0,65
65,-10.0,-10,-10,2.1076923076923078,4,1,0,0,65
66,-10.0,-10,-10,2.106060606060606,4,1,0,0,66
66,-10.0,-10,-10,2.106060606060606,4,1,0,0,66
67,-10.0,-10,-10,2.1044776119402986,4,1,0,0,67
68,-10.0,-10,-10,2.1029411764705883,4,1,0,0,68
68,-10.0,-10,-10,2.1029411764705883,4,1,0,0,68
69,-10.0,-10,-10,2.101449275362319,4,1,0,0,69
69,-10.0,-10,-10,2.101449275362319,4,1,0,0,69
70,-10.0,-10,-10,2.1,4,1,0,0,70
70,-10.0,-10,-10,2.1,4,1,0,0,70
71,-10.0,-10,-10,2.0985915492957745,4,1,0,0,71
71,-10.0,-10,-10,2.0985915492957745,4,1,0,0,71
72,-10.0,-10,-10,2.0972222222222223,4,1,0,0,72
73,-10.0,-10,-10,2.095890410958904,4,1,0,0,73
73,-10.0,-10,-10,2.095890410958904,4,1,0,0,73
74,-10.0,-10,-10,2.0945945945945947,4,1,0,0,74
74,-10.0,-10,-10,2.0945945945945947,4,1,0,0,74
75,-10.0,-10,-10,2.0933333333333333,4,1,0,0,75
75,-10.0,-10,-10,2.0933333333333333,4,1,0,0,75
76,-10.0,-10,-10,2.0921052631578947,4,1,0,0,76
76,-10.0,-10,-10,2.0921052631578947,4,1,0,0,76
77,-10.0,-10,-10,2.103896103896104,4,1,0,0,77
77,-10.0,-10,-10,2.103896103896104,4,1,0,0,77
78,-10.0,-10,-10,2.1025641025641026,4,1,0,0,78
78,-10.0,-10,-10,2.1025641025641026,4,1,0,0,78
79,-10.0,-10,-10,2.1012658227848102,4,1,0,0,79
79,-10.0,-10,-10,2.1012658227848102,4,1,0,0,79
80,-10.0,-10,-10,2.1,4,1,0,0,80
80,-10.0,-10,-10,2.1,4,1,0,0,80
81,-10.0,-10,-10,2.0987654320987654,4,1,0,0,81
82,-10.0,-10,-10,2.097560975609756,4,1,0,0,82
82,-10.0,-10,-10,2.097560975609756,4,1,0,0,82
83,-10.0,-10,-10,2.0963855421686746,4,1,0,0,83
83,-10.0,-10,-10,2.0963855421686746,4,1,0,0,83
84,-10.0,-10,-10,2.0952380952380953,4,1,0,0,84
84,-10.0,-10,-10,2.0952380952380953,4,1,0,0,84
85,-10.0,-10,-10,2.0941176470588236,4,1,0,0,85
85,-10.0,-10,-10,2.0941176470588236,4,1,0,0,85
86,-10.0,-10,-10,2.0930232558139537,4,1,0,0,86
87,-10.0,-10,-10,2.0919540229885056,4,1,0,0,87
87,-10.0,-10,-10,2.0919540229885056,4,1,0,0,87
88,-10.0,-10,-10,2.090909090909091,4,1,0,0,88
88,-10.0,-10,-10,2.090909090909091,4,1,0,0,88
89,-10.0,-10,-10,2.0898876404494384,4,1,0,0,89
89,-10.0,-10,-10,2.0898876404494384,4,1,0,0,89
90,-10.0,-10,-10,2.088888888888889,4,1,0,0,90
90,-10.0,-10,-10,2.088888888888889,4,1,0,0,90
91,-10.0,-10,-10,2.087912087912088,4,1,0,0,91
91,-10.0,-10,-10,2.087912087912088,4,1,0,0,91
92,-10.0,-10,-10,2.097826086956522,4,1,0,0,92
92,-10.0,-10,-10,2.097826086956522,4,1,0,0,92
93,-10.0,-10,-10,2.096774193548387,4,1,0,0,93
93,-10.0,-10,-10,2.096774193548387,4,1,0,0,93
94,-10.0,-10,-10,2.095744680851064,4,1,0,0,94
94,-10.0,-10,-10,2.095744680851064,4,1,0,0,94
95,-10.0,-10,-10,2.094736842105263,4,1,0,0,95
95,-10.0,-10,-10,2.094736842105263,4,1,0,0,95
96,-10.0,-10,-10,2.09375,4,1,0,0,96
97,-10.0,-10,-10,2.0927835051546393,4,1,0,0,97
97,-10.0,-10,-10,2.0927835051546393,4,1,0,0,97
98,-10.0,-10,-10,2.0918367346938775,4,1,0,0,98
98,-10.0,-10,-10,2.0918367346938775,4,1,0,0,98
99,-10.0,-10,-10,2.090909090909091,4,1,0,0,99
99,-10.0,-10,-10,2.090909090909091,4,1,0,0,99
99,-10.0,-10,-10,2.090909090909091,4,1,0,0,99
100,-10.0,-10,-10,2.1,4,1,0,0,100
101,-10.0,-10,-10,2.099009900990099,4,1,0,0,101
101,-10.0,-10,-10,2.099009900990099,4,1,0,0,101
102,-10.0,-10,-10,2.0980392156862746,4,1,0,0,102
102,-10.0,-10,-10,2.0980392156862746,4,1,0,0,102
103,-10.0,-10,-10,2.0970873786407767,4,1,0,0,103
103,-10.0,-10,-10,2.0970873786407767,4,1,0,0,103
104,-10.0,-10,-10,2.0961538461538463,4,1,0,0,104
104,-10.0,-10,-10,2.0961538461538463,4,1,0,0,104
105,-10.0,-10,-10,2.0952380952380953,4,1,0,0,105
106,-10.0,-10,-10,2.0943396226415096,4,1,0,0,106
106,-10.0,-10,-10,2.0943396226415096,4,1,0,0,106
107,-10.0,-10,-10,2.0934579439252334,4,1,0,0,107
107,-10.0,-10,-10,2.0934579439252334,4,1,0,0,107
107,-10.0,-10,-10,2.0934579439252334,4,1,0,0,107
107,-10.0,-10,-10,2.0934579439252334,4,1,0,0,107
108,-10.0,-10,-10,2.111111111111111,4,1,0,0,108
108,-10.0,-10,-10,2.111111111111111,4,1,0,0,108
108,-10.0,-10,-10,2.111111111111111,4,1,0,0,108
109,-10.0,-10,-10,2.1192660550458715,4,1,0,0,109
110,-10.0,-10,-10,2.118181818181818,4,1,0,0,110
110,-10.0,-10,-10,2.118181818181818,4,1,0,0,110
110,-10.0,-10,-10,2.118181818181818,4,1,0,0,110
110,-10.0,-10,-10,2.118181818181818,4,1,0,0,110
111,-10.0,-10,-10,2.135135135135135,4,1,0,0,111
111,-10.0,-10,-10,2.135135135135135,4,1,0,0,111
112,-10.0,-10,-10,2.1339285714285716,4,1,0,0,112
112,-10.0,-10,-10,2.1339285714285716,4,1,0,0,112
112,-10.0,-10,-10,2.1339285714285716,4,1,0,0,112
113,-10.0,-10,-10,2.150442477876106,4,1,0,0,113
113,-10.0,-10,-10,2.150442477876106,4,1,0,0,113
114,-10.0,-10,-10,2.1491228070175437,4,1,0,0,114
114,-10.0,-10,-10,2.1491228070175437,4,1,0,0,114
115,-10.0,-10,-10,2.1478260869565218,4,1,0,0,115
115,-10.0,-10,-10,2.1478260869565218,4,1,0,0,115
115,-10.0,-10,-10,2.1478260869565218,4,1,0,0,115
116,-10.0,-10,-10,2.1551724137931036,4,1,0,0,116
116,-10.0,-10,-10,2.1551724137931036,4,1,0,0,116
116,-10.0,-10,-10,2.1551724137931036,4,1,0,0,116
117,-10.0,-10,-10,2.1709401709401708,4,1,0,0,117
117,-10.0,-10,-10,2.1709401709401708,4,1,0,0,117
118,-10.0,-10,-10,2.169491525423729,4,1,0,0,118
118,-10.0,-10,-10,2.169491525423729,4,1,0,0,118
119,-10.0,-10,-10,2.168067226890756,4,1,0,0,119
119,-10.0,-10,-10,2.168067226890756,4,1,0,0,119
120,-10.0,-10,-10,2.1666666666666665,4,1,0,0,120
121,-10.0,-10,-10,2.165289256198347,4,1,0,0,121
121,-10.0,-10,-10,2.165289256198347,4,1,0,0,121
122,-10.0,-10,-10,2.1639344262295084,4,1,0,0,122
122,-10.0,-10,-10,2.1639344262295084,4,1,0,0,122
123,-10.0,-10,-10,2.16260162601626,4,1,0,0,123
123,-10.0,-10,-10,2.16260162601626,4,1,0,0,123
124,-10.0,-10,-10,2.161290322580645,4,1,0,0,124
124,-10.0,-10,-10,2.161290322580645,4,1,0,0,124
125,-10.0,-10,-10,2.16,4,1,0,0,125
126,-10.0,-10,-10,2.1587301587301586,4,1,0,0,126
126,-10.0,-10,-10,2.1587301587301586,4,1,0,0,126
127,-10.0,-10,-10,2.15748031496063,4,1,0,0,127
127,-10.0,-10,-10,2.15748031496063,4,1,0,0,127
127,-10.0,-10,-10,2.15748031496063,4,1,0,0,127
128,-10.0,-10,-10,2.1640625,4,1,0,0,128
128,-10.0,-10,-10,2.1640625,4,1,0,0,128
129,-10.0,-10,-10,2.1627906976744184,4,1,0,0,129
129,-10.0,-10,-10,2.1627906976744184,4,1,0,0,129
130,-10.0,-10,-10,2.1615384615384614,4,1,0,0,130
131,-10.0,-10,-10,2.1603053435114505,4,1,0,0,131
131,-10.0,-10,-10,2.1603053435114505,4,1,0,0,131
132,-10.0,-10,-10,2.159090909090909,4,1,0,0,132
132,-10.0,-10,-10,2.159090909090909,4,1,0,0,132
133,-10.0,-10,-10,2.1578947368421053,4,1,0,0,133
133,-10.0,-10,-10,2.1578947368421053,4,1,0,0,133
133,-10.0,-10,-10,2.1578947368421053,4,1,0,0,133
133,-10.0,-10,-10,2.1578947368421053,4,1,0,0,133
134,-10.0,-10,-10,2.1791044776119404,5,1,0,0,134
134,-10.0,-10,-10,2.1791044776119404,5,1,0,0,134
135,-10.0,-10,-10,2.1777777777777776,5,1,0,0,135
135,-10.0,-10,-10,2.1777777777777776,5,1,0,0,135
136,-10.0,-10,-10,2.176470588235294,5,1,0,0,136
136,-10.0,-10,-10,2.176470588235294,5,1,0,0,136
137,-10.0,-10,-10,2.1751824817518246,5,1,0,0,137
137,-10.0,-10,-10,2.1751824817518246,5,1,0,0,137
138,-10.0,-10,-10,2.1739130434782608,5,1,0,0,138
139,-10.0,-10,-10,2.172661870503597,5,1,0,0,139
139,-10.0,-10,-10,2.172661870503597,5,1,0,0,139
140,-10.0,-10,-10,2.1714285714285713,5,1,0,0,140
140,-10.0,-10,-10,2.1714285714285713,5,1,0,0,140
140,-10.0,-10,-10,2.1714285714285713,5,1,0,0,140
140,-10.0,-10,-10,2.1714285714285713,5,1,0,0,140
141,-10.0,-10,-10,2.1843971631205674,5,1,0,0,141
141,-10.0,-10,-10,2.1843971631205674,5,1,0,0,141
141,-10.0,-10,-10,2.1843971631205674,5,1,0,0,141
142,-10.0,-10,-10,2.1971830985915495,5,1,0,0,142
142,-10.0,-10,-10,2.1971830985915495,5,1,0,0,142
143,-10.0,-10,-10,2.195804195804196,5,1,0,0,143
143,-10.0,-10,-10,2.195804195804196,5,1,0,0,143
143,-10.0,-10,-10,2.195804195804196,5,1,0,0,143
144,-10.0,-10,-10,2.201388888888889,5,1,0,0,144
144,-10.0,-10,-10,2.201388888888889,5,1,0,0,144
145,-10.0,-10,-10,2.2,5,1,0,0,145
145,-10.0,-10,-10,2.2,5,1,0,0,145
146,-10.0,-10,-10,2.1986301369863015,5,1,0,0,146
147,-10.0,-10,-10,2.197278911564626,5,1,0,0,147
147,-10.0,-10,-10,2.197278911564626,5,1,0,0,147
148,-10.0,-10,-10,2.195945945945946,5,1,0,0,148
148,-10.0,-10,-10,2.195945945945946,5,1,0,0,148
149,-10.0,-10,-10,2.1946308724832213,5,1,0,0,149
149,-10.0,-10,-10,2.1946308724832213,5,1,0,0,149
150,-10.0,-10,-10,2.1933333333333334,5,1,0,0,150
150,-10.0,-10,-10,2.1933333333333334,5,1,0,0,150
151,-10.0,-10,-10,2.19205298013245,5,1,0,0,151
151,-10.0,-10,-10,2.19205298013245,5,1,0,0,151
152,-10.0,-10,-10,2.1973684210526314,5,1,0,0,152
152,-10.0,-10,-10,2.1973684210526314,5,1,0,0,152
152,-10.0,-10,-10,2.1973684210526314,5,1,0,0,152
153,-10.0,-10,-10,2.2026143790849675,5,1,0,0,153
153,-10.0,-10,-10,2.2026143790849675,5,1,0,0,153
153,-10.0,-10,-10,2.2026143790849675,5,1,0,0,153
153,-10.0,-10,-10,2.2026143790849675,5,1,0,0,153
154,-10.0,-10,-10,2.220779220779221,5,1,0,0,154
154,-10.0,-10,-10,2.220779220779221,5,1,0,0,154
155,-10.0,-10,-10,2.2193548387096773,5,1,0,0,155
155,-10.0,-10,-10,2.2193548387096773,5,1,0,0,155
155,-10.0,-10,-10,2.2193548387096773,5,1,0,0,155
156,-10.0,-10,-10,2.2243589743589745,5,1,0,0,156
156,-10.0,-10,-10,2.2243589743589745,5,1,0,0,156
157,-10.0,-10,-10,2.2229299363057327,5,1,0,0,157
157,-10.0,-10,-10,2.2229299363057327,5,1,0,0,157
158,-10.0,-10,-10,2.2278481012658227,5,1,0,0,158
158,-10.0,-10,-10,2.2278481012658227,5,1,0,0,158
158,-10.0,-10,-10,2.2278481012658227,5,1,0,0,158
159,-10.0,-10,-10,2.2327044025157234,5,1,0,0,159
159,-10.0,-10,-10,2.2327044025157234,5,1,0,0,159
159,-10.0,-10,-10,2.2327044025157234,5,1,0,0,159
160,-10.0,-10,-10,2.2375,5,1,0,0,160
160,-10.0,-10,-10,2.2375,5,1,0,0,160
161,-10.0,-10,-10,2.2360248447204967,5,1,0,0,161
162,-10.0,-10,-10,2.234567901234568,5,1,0,0,162
162,-10.0,-10,-10,2.234567901234568,5,1,0,0,162
163,-10.0,-10,-10,2.233128834355828,5,1,0,0,163
163,-10.0,-10,-10,2.233128834355828,5,1,0,0,163
164,-10.0,-10,-10,2.231707317073171,5,1,0,0,164
164,-10.0,-10,-10,2.231707317073171,5,1,0,0,164
165,-10.0,-10,-10,2.2303030303030305,5,1,0,0,165
165,-10.0,-10,-10,2.2303030303030305,5,1,0,0,165
166,-10.0,-10,-10,2.2289156626506026,5,1,0,0,166
167,-10.0,-10,-10,2.2275449101796405,5,1,0,0,167
167,-10.0,-10,-10,2.2275449101796405,5,1,0,0,167
168,-10.0,-10,-10,2.2261904761904763,5,1,0,0,168
168,-10.0,-10,-10,2.2261904761904763,5,1,0,0,168
169,-10.0,-10,-10,2.224852071005917,5,1,0,0,169
169,-10.0,-10,-10,2.224852071005917,5,1,0,0,169
170,-10.0,-10,-10,2.223529411764706,5,1,0,0,170
170,-10.0,-10,-10,2.223529411764706,5,1,0,0,170
170,-10.0,-10,-10,2.223529411764706,5,1,0,0,170
171,-10.0,-10,-10,2.2280701754385963,5,1,0,0,171
172,-10.0,-10,-10,2.2267441860465116,5,1,0,0,172
172,-10.0,-10,-10,2.2267441860465116,5,1,0,0,172
173,-10.0,-10,-10,2.2254335260115607,5,1,0,0,173
173,-10.0,-10,-10,2.2254335260115607,5,1,0,0,173
173,-10.0,-10,-10,2.2254335260115607,5,1,0,0,173
174,-10.0,-10,-10,2.2298850574712645,5,1,0,0,174
174,-10.0,-10,-10,2.2298850574712645,5,1,0,0,174
174,-10.0,-10,-10,2.2298850574712645,5,1,0,0,174
175,-10.0,-10,-10,2.2342857142857144,5,1,0,0,175
175,-10.0,-10,-10,2.2342857142857144,5,1,0,0,175
176,-10.0,-10,-10,2.2386363636363638,5,1,0,0,176
176,-10.0,-10,-10,2.2386363636363638,5,1,0,0,176
176,-10.0,-10,-10,2.2386363636363638,5,1,0,0,176
177,-10.0,-10,-10,2.2429378531073447,5,1,0,0,177
177,-10.0,-10,-10,2.2429378531073447,5,1,0,0,177
178,-10.0,-10,-10,2.241573033707865,5,1,0,0,178
178,-10.0,-10,-10,2.241573033707865,5,1,0,0,178
179,-10.0,-10,-10,2.2458100558659218,5,1,0,0,179
179,-10.0,-10,-10,2.2458100558659218,5,1,0,0,179
180,-10.0,-10,-10,2.2444444444444445,5,1,0,0,180
180,-10.0,-10,-10,2.2444444444444445,5,1,0,0,180
181,-10.0,-10,-10,2.2430939226519335,5,1,0,0,181
181,-10.0,-10,-10,2.2430939226519335,5,1,0,0,181
181,-10.0,-10,-10,2.2430939226519335,5,1,0,0,181
182,-10.0,-10,-10,2.2472527472527473,5,1,0,0,182
182,-10.0,-10,-10,2.2472527472527473,5,1,0,0,182
183,-10.0,-10,-10,2.251366120218579,5,1,0,0,183
183,-10.0,-10,-10,2.251366120218579,5,1,0,0,183
184,-10.0,-10,-10,2.25,5,1,0,0,184
184,-10.0,-10,-10,2.25,5,1,0,0,184
185,-10.0,-10,-10,2.2486486486486488,5,1,0,0,185
185,-10.0,-10,-10,2.2486486486486488,5,1,0,0,185
185,-10.0,-10,-10,2.2486486486486488,5,1,0,0,185
186,-10.0,-10,-10,2.252688172043011,5,1,0,0,186
186,-10.0,-10,-10,2.252688172043011,5,1,0,0,186
187,-10.0,-10,-10,2.2566844919786098,5,1,0,0,187
187,-10.0,-10,-10,2.2566844919786098,5,1,0,0,187
188,-10.0,-10,-10,2.25531914893617,5,1,0,0,188
188,-10.0,-10,-10,2.25531914893617,5,1,0,0,188
189,-10.0,-10,-10,2.253968253968254,5,1,0,0,189
189,-10.0,-10,-10,2.253968253968254,5,1,0,0,189
190,-10.0,-10,-10,2.2526315789473683,5,1,0,0,190
190,-10.0,-10,-10,2.2526315789473683,5,1,0,0,190
190,-10.0,-10,-10,2.2526315789473683,5,1,0,0,190
191,-10.0,-10,-10,2.256544502617801,5,1,0,0,191
191,-10.0,-10,-10,2.256544502617801,5,1,0,0,191
191,-10.0,-10,-10,2.256544502617801,5,1,0,0,191
192,-10.0,-10,-10,2.265625,5,1,0,0,192
192,-10.0,-10,-10,2.265625,5,1,0,0,192
193,-10.0,-10,-10,2.2642487046632125,5,1,0,0,193
193,-10.0,-10,-10,2.2642487046632125,5,1,0,0,193
193,-10.0,-10,-10,2.2642487046632125,5,1,0,0,193
194,-10.0,-10,-10,2.268041237113402,5,1,0,0,194
194,-10.0,-10,-10,2.268041237113402,5,1,0,0,194
195,-10.0,-10,-10,2.2717948717948717,5,1,0,0,195
195,-10.0,-10,-10,2.2717948717948717,5,1,0,0,195
195,-10.0,-10,-10,2.2717948717948717,5,1,0,0,195
196,-10.0,-10,-10,2.2755102040816326,5,1,0,0,196
196,-10.0,-10,-10,2.2755102040816326,5,1,0,0,196
196,-10.0,-10,-10,2.2755102040816326,5,1,0,0,196
197,-10.0,-10,-10,2.279187817258883,5,1,0,0,197
197,-10.0,-10,-10,2.279187817258883,5,1,0,0,197
198,-10.0,-10,-10,2.2777777777777777,5,1,0,0,198
199,-10.0,-10,-10,2.2763819095477387,5,1,0,0,199
199,-10.0,-10,-10,2.2763819095477387,5,1,0,0,199
200,-10.0,-10,-10,2.275,5,1,0,0,200
200,-10.0,-10,-10,2.275,5,1,0,0,200
200,-10.0,-10,-10,2.275,5,1,0,0,200
201,-10.0,-10,-10,2.2786069651741294,5,1,0,0,201
201,-10.0,-10,-10,2.2786069651741294,5,1,0,0,201
201,-10.0,-10,-10,2.2786069651741294,5,1,0,0,201
202,-10.0,-10,-10,2.287128712871287,5,1,0,0,202
202,-10.0,-10,-10,2.287128712871287,5,1,0,0,202
203,-10.0,-10,-10,2.2857142857142856,5,1,0,0,203
203,-10.0,-10,-10,2.2857142857142856,5,1,0,0,203
203,-10.0,-10,-10,2.2857142857142856,5,1,0,0,203
204,-10.0,-10,-10,2.2892156862745097,5,1,0,0,204
204,-10.0,-10,-10,2.2892156862745097,5,1,0,0,204
205,-10.0,-10,-10,2.2878048780487803,5,1,0,0,205
205,-10.0,-10,-10,2.2878048780487803,5,1,0,0,205
206,-10.0,-10,-10,2.29126213592233,5,1,0,0,206
206,-10.0,-10,-10,2.29126213592233,5,1,0,0,206
206,-10.0,-10,-10,2.29126213592233,5,1,0,0,206
206,-10.0,-10,-10,2.29126213592233,5,1,0,0,206
207,-10.0,-10,-10,2.2995169082125604,5,1,0,0,207
207,-10.0,-10,-10,2.2995169082125604,5,1,0,0,207
208,-10.0,-10,-10,2.298076923076923,5,1,0,0,208
208,-10.0,-10,-10,2.298076923076923,5,1,0,0,208
208,-10.0,-10,-10,2.298076923076923,5,1,0,0,208
209,-10.0,-10,-10,2.3014354066985647,5,1,0,0,209
209,-10.0,-10,-10,2.3014354066985647,5,1,0,0,209
210,-10.0,-10,-10,2.3047619047619046,5,1,0,0,210
210,-10.0,-10,-10,2.3047619047619046,5,1,0,0,210
210,-10.0,-10,-10,2.3047619047619046,5,1,0,0,210
210,-10.0,-10,-10,2.3047619047619046,5,1,0,0,210
211,-10.0,-10,-10,2.3127962085308056,5,1,0,0,211
211,-10.0,-10,-10,2.3127962085308056,5,1,0,0,211
211,-10.0,-10,-10,2.3127962085308056,5,1,0,0,211
212,-10.0,-10,-10,2.3207547169811322,5,1,0,0,212
212,-10.0,-10,-10,2.3207547169811322,5,1,0,0,212
213,-10.0,-10,-10,2.31924882629108,5,1,0,0,213
213,-10.0,-10,-10,2.31924882629108,5,1,0,0,213
213,-10.0,-10,-10,2.31924882629108,5,1,0,0,213
213,-10.0,-10,-10,2.31924882629108,5,1,0,0,213
